step,epoch,split,loss,grad_norm,learning_rate
480,1.28,train,0.2684937953948975,0.20711161196231842,0.00017456832877267084
490,1.3066666666666666,train,0.23955464363098145,0.10731750726699829,0.00017340585287594604
500,1.3333333333333333,train,0.2821485996246338,0.30177903175354004,0.00017222145741734626
510,1.3599999999999999,train,0.24913997650146485,0.12505054473876953,0.00017101549606662024
520,1.3866666666666667,train,0.2564690589904785,0.15743772685527802,0.00016978832893326074
530,1.4133333333333333,train,0.26408379077911376,0.12467332184314728,0.00016854032245897308
540,1.44,train,0.23525986671447754,0.4264170825481415,0.00016727184930825288
550,1.4666666666666668,train,0.2712910890579224,0.3573641777038574,0.00016598328825710533
560,1.4933333333333334,train,0.24996860027313234,0.1073387935757637,0.00016467502407993992
570,1.52,train,0.2485424518585205,0.20545266568660736,0.00016334744743467364
580,1.5466666666666666,train,0.25836429595947263,0.3321445882320404,0.00016200095474607753
590,1.5733333333333333,train,0.23457012176513672,0.19528765976428986,0.00016063594808740113
600,1.6,train,0.26235003471374513,0.08260203897953033,0.0001592528350603103
610,1.6266666666666667,train,0.24158554077148436,0.12242235243320465,0.00015785202867317407
620,1.6533333333333333,train,0.2502124309539795,0.08506409823894501,0.0001564339472177373
630,1.6800000000000002,train,0.26085548400878905,0.2428087294101715,0.0001549990141442153
640,1.7066666666666666,train,0.23380644321441652,0.6656327247619629,0.00015354765793484834
650,1.7333333333333334,train,0.2620814800262451,0.15159061551094055,0.00015208031197595356
660,1.76,train,0.2364828109741211,0.15174409747123718,0.0001505974144285124
670,1.7866666666666666,train,0.2466726303100586,0.22777025401592255,0.00014909940809733222
680,1.8133333333333335,train,0.25424656867980955,0.33999791741371155,0.00014758674029882152
690,1.8399999999999999,train,0.22864809036254882,0.1339767575263977,0.00014605986272741748
700,1.8666666666666667,train,0.25586111545562745,0.09568575024604797,0.0001445192313207067
710,1.8933333333333333,train,0.2550589323043823,0.10751804709434509,0.00014296530612327863
720,1.92,train,0.2510452508926392,0.1300378441810608,0.00014139855114935252
730,1.9466666666666668,train,0.24807415008544922,1.8735263347625732,0.00013981943424421932
740,1.9733333333333334,train,0.21926136016845704,0.14372144639492035,0.00013822842694453924
750,2.0,train,0.24379920959472656,0.15756894648075104,0.00013662600433753745
760,2.026666666666667,train,0.2569149971008301,0.10858815908432007,0.00013501264491913906
770,2.0533333333333332,train,0.23731870651245118,0.43502241373062134,0.00013338883045108674
780,2.08,train,0.2325960636138916,0.124012291431427,0.0001317550458170826
790,2.1066666666666665,train,0.24353451728820802,0.14880894124507904,0.00013011177887799845
800,2.1333333333333333,train,0.21799931526184083,0.17516446113586426,0.0001284595203261965
810,2.16,train,0.2559093475341797,0.10641445964574814,0.00012679876353900482
820,2.1866666666666665,train,0.24149503707885742,0.10220581293106079,0.00012513000443139112
830,2.2133333333333334,train,0.22393040657043456,0.2820931077003479,0.00012345374130787854
840,2.24,train,0.24826409816741943,0.16970780491828918,0.00012177047471374807
850,2.2666666666666666,train,0.21616249084472655,0.16854925453662872,0.00012008070728557186
860,2.2933333333333334,train,0.2588813304901123,0.09184809029102325,0.00011838494360112185
870,2.32,train,0.2276832103729248,0.06871773302555084,0.00011668369002869912
880,2.3466666666666667,train,0.22420814037322997,0.12057870626449585,0.00011497745457592816
890,2.3733333333333335,train,0.23925819396972656,0.06812357157468796,0.00011326674673806195
900,2.4,train,0.21035499572753907,0.16459542512893677,0.00011155207734584263
910,2.4266666666666667,train,0.24896764755249023,0.6691948175430298,0.00010983395841296348
920,2.453333333333333,train,0.23278133869171141,0.06124236062169075,0.00010811290298317755
930,2.48,train,0.22148303985595702,0.09358065575361252,0.0001063894249770989
940,2.506666666666667,train,0.23789238929748535,0.08852114528417587,0.00010466403903874176
950,2.533333333333333,train,0.21928033828735352,0.14909672737121582,0.00010293726038184393
960,2.56,train,0.25025105476379395,0.11538398265838623,0.00010120960463601976
970,2.586666666666667,train,0.23180584907531737,0.1281520128250122,9.948158769278939e-05
980,2.6133333333333333,train,0.22407896518707277,0.11285541206598282,9.775372555152912e-05
990,2.64,train,0.23781263828277588,0.09800654649734497,9.602653416539031e-05
1000,2.6666666666666665,train,0.20930943489074708,0.14803822338581085,9.430052928723153e-05
1010,2.6933333333333334,train,0.24732003211975098,0.0838249921798706,9.257622631561085e-05
1020,2.7199999999999998,train,0.23160417079925538,0.07175643742084503,9.085414014088369e-05
1030,2.7466666666666666,train,0.23308286666870118,0.09646671265363693,8.913478499145254e-05
1040,2.7733333333333334,train,0.24216108322143554,0.0843963697552681,8.741867428021446e-05
1050,2.8,train,0.20156505107879638,0.15323406457901,8.570632045125185e-05
1060,2.8266666666666667,train,0.24257111549377441,0.0948626846075058,8.399823482681262e-05
1070,2.8533333333333335,train,0.22960929870605468,0.09391463547945023,8.22949274546255e-05
1080,2.88,train,0.21695868968963622,0.09634675085544586,8.059690695559568e-05
1090,2.9066666666666667,train,0.2414700508117676,0.07002232223749161,7.89046803719267e-05
1100,2.9333333333333336,train,0.2065201759338379,0.1282951533794403,7.721875301571359e-05
1110,2.96,train,0.24812872409820558,0.08729930967092514,7.55396283180529e-05
1120,2.986666666666667,train,0.2289346218109131,0.07202759385108948,7.386780767871397e-05
1130,3.013333333333333,train,0.23821496963500977,0.09232407063245773,7.22037903164173e-05
1140,3.04,train,0.2107372522354126,0.1535959243774414,7.054807311976379e-05
1150,3.066666666666667,train,0.23625974655151366,0.16108457744121552,6.890115049885994e-05
1160,3.0933333333333333,train,0.21465673446655273,0.08009571582078934,6.726351423768322e-05
1170,3.12,train,0.21926321983337402,0.08495809882879257,6.563565334723134e-05
1180,3.1466666666666665,train,0.23454041481018068,0.07283419370651245,6.40180539194999e-05
1190,3.1733333333333333,train,0.21021225452423095,0.11811473220586777,6.241119898233144e-05
1200,3.2,train,0.23482885360717773,0.22450032830238342,6.0815568355179556e-05
1210,3.2266666666666666,train,0.20642499923706054,0.07472599297761917,5.923163850583113e-05
1220,3.2533333333333334,train,0.22215747833251953,0.12323811650276184,5.765988240812921e-05
1230,3.2800000000000002,train,0.21806764602661133,0.07551722973585129,5.6100769400739383e-05
1240,3.3066666666666666,train,0.2079324245452881,0.10990078002214432,5.4554765047001613e-05
1250,3.3333333333333335,train,0.2235933303833008,0.12049750238656998,5.302233099590928e-05
1260,3.36,train,0.206267786026001,0.08081674575805664,5.150392484425728e-05
1270,3.3866666666666667,train,0.21710069179534913,0.08217643201351166,5.000000000000002e-05
1280,3.413333333333333,train,0.2177896022796631,0.1437823623418808,4.851100554686021e-05
1290,3.44,train,0.20559682846069335,0.11452647298574448,4.7037386110228985e-05
1300,3.466666666666667,train,0.23625993728637695,0.07755420356988907,4.5579581724397255e-05
1310,3.493333333333333,train,0.21292562484741212,0.08589335530996323,4.413802770115816e-05
1320,3.52,train,0.22497663497924805,0.147760808467865,4.271315449981934e-05
1330,3.546666666666667,train,0.2248777389526367,0.07730110734701157,4.130538759866457e-05
1340,3.5733333333333333,train,0.21094563007354736,0.1099310964345932,3.991514736790258e-05
1350,3.6,train,0.23256850242614746,0.06980632245540619,3.854284894414122e-05
1360,3.626666666666667,train,0.21100091934204102,0.06234268844127655,3.7188902106424416e-05
1370,3.6533333333333333,train,0.22857565879821778,0.09255751222372055,3.5853711153868965e-05
1380,3.68,train,0.2190926790237427,0.0646481066942215,3.4537674784937614e-05
1390,3.7066666666666666,train,0.20954785346984864,0.12647247314453125,3.324118597838464e-05
1400,3.7333333333333334,train,0.22638423442840577,0.07086267322301865,3.196463187590929e-05
1410,3.76,train,0.20344111919403077,0.08513417840003967,3.070839366655215e-05
1420,3.7866666666666666,train,0.22784523963928222,0.08395595848560333,2.9472846472869298e-05
1430,3.8133333333333335,train,0.2159111499786377,0.06501840054988861,2.8258359238917665e-05
1440,3.84,train,0.20484476089477538,0.12752166390419006,2.7065294620085424e-05
1450,3.8666666666666667,train,0.22526247501373292,0.06946435570716858,2.5894008874800325e-05
1460,3.8933333333333335,train,0.2107849597930908,0.0775005966424942,2.4744851758148156e-05
1470,3.92,train,0.22342817783355712,0.2254573404788971,2.361816641743303e-05
1480,3.9466666666666668,train,0.23133087158203125,0.0636787936091423,2.251428928971102e-05
1490,3.9733333333333336,train,0.21227598190307617,0.12159019708633423,2.1433550001327373e-05
1500,4.0,train,0.20404202938079835,0.15883080661296844,2.0376271269487514e-05
1510,4.026666666666666,train,0.23818564414978027,0.0685405507683754,1.9342768805891178e-05
1520,4.053333333333334,train,0.20228185653686523,0.06869330257177353,1.8333351222458407e-05
1530,4.08,train,0.21056556701660156,0.08729545027017593,1.7348319939175637e-05
1540,4.1066666666666665,train,0.22616374492645264,0.06845822930335999,1.6387969094089316e-05
1550,4.133333333333334,train,0.19271323680877686,0.1775345802307129,1.5452585455473977e-05
1560,4.16,train,0.23052191734313965,0.07962240278720856,1.454244833620102e-05
1570,4.1866666666666665,train,0.21019866466522216,0.05135767161846161,1.3657829510333654e-05
1580,4.213333333333333,train,0.2089219093322754,0.10363151878118515,1.2798993131973091e-05
1590,4.24,train,0.2189636707305908,0.06649705767631531,1.1966195656380031e-05
1600,4.266666666666667,train,0.18859446048736572,0.2058999240398407,1.1159685763395111e-05
1610,4.293333333333333,train,0.22745733261108397,0.09137377887964249,1.0379704283181179e-05
1620,4.32,train,0.21112418174743652,0.2900342047214508,9.62648412430951e-06
1630,4.346666666666667,train,0.2133932590484619,0.10105679929256439,8.900250204211514e-06
1640,4.373333333333333,train,0.22398386001586915,0.061968594789505005,8.201219382016556e-06
1650,4.4,train,0.187320077419281,0.20839862525463104,7.529600393796232e-06
1660,4.426666666666667,train,0.22046856880187987,0.08012858778238297,6.8855937902340576e-06
1670,4.453333333333333,train,0.20972073078155518,0.05914384871721268,6.269391876739495e-06
1680,4.48,train,0.21031589508056642,0.10790136456489563,5.681178656024055e-06
1690,4.506666666666667,train,0.20881495475769044,0.057684194296598434,5.121129773156663e-06
1700,4.533333333333333,train,0.20063138008117676,0.19105380773544312,4.58941246311464e-06
1710,4.5600000000000005,train,0.2384885787963867,0.08369815349578857,4.0861855008460405e-06
1720,4.586666666666667,train,0.21366329193115235,0.06216951087117195,3.611599153858214e-06
1730,4.613333333333333,train,0.20935993194580077,0.10424842685461044,3.1657951373467497e-06
1740,4.64,train,0.2201711654663086,0.10235107690095901,2.748906571878207e-06
1750,4.666666666666667,train,0.18013882637023926,0.1870899498462677,2.3610579436393e-06
1760,4.693333333333333,train,0.23326969146728516,0.13797736167907715,2.002365067264289e-06
1770,4.72,train,0.2063826084136963,0.04862067103385925,1.6729350512519005e-06
1780,4.746666666666667,train,0.20596096515655518,0.11168695241212845,1.3728662659818204e-06
1790,4.773333333333333,train,0.21613614559173583,0.05423957109451294,1.1022483143405705e-06
1800,4.8,train,0.1855892777442932,0.19180536270141602,8.611620049653879e-07
1810,4.826666666666666,train,0.22266664505004882,0.07964520156383514,6.496793281141056e-07
1820,4.8533333333333335,train,0.20370769500732422,0.050060998648405075,4.678634341683252e-07
1830,4.88,train,0.21090335845947267,0.1332283616065979,3.1576861477621287e-07
1840,4.906666666666666,train,0.21525988578796387,0.06414540857076645,1.9344028664056713e-07
1850,4.933333333333334,train,0.1944895625114441,0.2004508525133133,1.0091497795706728e-07
1860,4.96,train,0.2319347381591797,0.07612445205450058,3.8220317506654226e-08
1870,4.986666666666666,train,0.21291055679321289,0.08062318712472916,5.375026405352035e-09
375,1.0,validation,0.3066871166229248,,
750,2.0,validation,0.24753732979297638,,
1125,3.0,validation,0.23003491759300232,,
1500,4.0,validation,0.22395868599414825,,
1875,5.0,validation,0.22345300018787384,,
1875,5.0,test,0.22170956432819366,,
